Category,Entry
Video gaming,Crazy Taxi
Video gaming,Development of The Elder Scrolls IV: Oblivion
Video gaming,Development of Grand Theft Auto V
Video gaming,Donkey Kong
Video gaming,Fabula Nova Crystallis Final Fantasy
Video gaming,Final Fantasy
Video gaming,God of War (franchise)
Video gaming,Kingdom Hearts
Video gaming,Mana (series)
Video gaming,Namco
Video gaming,Paper Mario
Video gaming,Persona (series)
Video gaming,Rockstar North
Video gaming,Rockstar San Diego
Video gaming,Sega
Video gaming,Sonic the Hedgehog
Video gaming,Thatgamecompany
Video gaming,Toys for Bob
Individual games,1080° Snowboarding
Individual games,Alleyway (video game)
Individual games,Anachronox
Individual games,Aquaria (video game)
Individual games,Banjo-Kazooie: Nuts & Bolts
Individual games,Bastion (video game)
Individual games,Batman: Arkham Asylum
Individual games,Batman: Arkham City
Individual games,The Beatles: Rock Band
Individual games,Bejeweled (video game)
Individual games,BioShock
Individual games,BioShock 2
Individual games,BioShock 2: Minerva's Den
Individual games,Blast Corps
Individual games,Broken Sword: The Shadow of the Templars
Individual games,Buffy the Vampire Slayer: Wrath of the Darkhul King
Individual games,Burning Rangers
Individual games,Call of Duty: Modern Warfare Remastered
Individual games,Castlevania: Aria of Sorrow
Individual games,Castlevania: Dawn of Sorrow
Individual games,Cave Story
Individual games,Children of Mana
Individual games,Cloud (video game)
Individual games,Colossal Cave Adventure
Individual games,Commander Keen in Invasion of the Vorticons
Individual games,Computer Space
Individual games,Conan (2007 video game)
Individual games,Crackdown (video game)
Individual games,Crush (video game)
Individual games,The Dark Pictures Anthology: House of Ashes
Individual games,Daytona USA
Individual games,Deathrow (video game)
Individual games,Devil May Cry (video game)
Individual games,Defense of the Ancients
Individual games,Dishonored
Individual games,Donkey Kong 64
Individual games,Donkey Kong Country
Individual games,Donkey Kong Land
Individual games,Doom (1993 video game)
Individual games,Doom (2016 video game)
Individual games,Drakengard (video game)
Individual games,Drowned God
Individual games,Dungeon Siege
Individual games,The Elder Scrolls III: Morrowind
Individual games,The Elder Scrolls IV: Oblivion
Individual games,Empires: Dawn of the Modern World
Individual games,F-Zero GX
Individual games,Fallout (video game)
Individual games,Fallout 4: Far Harbor
Individual games,Fez (video game)
Individual games,Final Fantasy Tactics
Individual games,Final Fantasy Type-0
Individual games,Final Fantasy VI
Individual games,Final Fantasy VII
Individual games,Final Fantasy VIII
Individual games,Final Fantasy IX
Individual games,Final Fantasy X
Individual games,Final Fantasy X-2
Individual games,Final Fantasy XI
Individual games,Final Fantasy XII
Individual games,Final Fantasy XIII
Individual games,Final Fantasy XIII-2
Individual games,Five Nights at Freddy's (video game)
Individual games,Five Nights at Freddy's: Help Wanted
Individual games,Flight Unlimited
Individual games,Flight Unlimited II
Individual games,Flight Unlimited III
Individual games,Flotilla (video game)
Individual games,Flow (video game)
Individual games,Flower (video game)
Individual games,Freedom Planet
Individual games,Giants: Citizen Kabuto
Individual games,God of War (2005 video game)
Individual games,God of War II
Individual games,God of War III
Individual games,God of War: Ascension
Individual games,God of War: Betrayal
Individual games,God of War: Chains of Olympus
Individual games,God of War: Ghost of Sparta
Individual games,Golden Sun (video game)
Individual games,Grand Theft Auto V
Individual games,Gravity Bone
Individual games,Grim Fandango
Individual games,Guitar Hero (video game)
Individual games,Half-Life 2: Episode One
Individual games,Half-Life 2: Lost Coast
Individual games,Halo: Combat Evolved Anniversary
Individual games,Halo 2
Individual games,Halo 3
Individual games,Halo 3: ODST
Individual games,Halo: Reach
Individual games,Halo Wars
Individual games,Homeworld
Individual games,Hotline Miami 2: Wrong Number
Individual games,Ico
Individual games,Infinity Blade
Individual games,Iridion 3D
Individual games,Islanders (video game)
Individual games,Islands: Non-Places
Individual games,Journey (2012 video game)
Individual games,Jumping Flash!
Individual games,Katamari Damacy
Individual games,Katana Zero
Individual games,Killer Instinct Gold
Individual games,Killer7
Individual games,Kingdom Hearts (video game)
Individual games,Kingdom Hearts: Chain of Memories
Individual games,Kingdom Hearts II
Individual games,Kingdom Two Crowns
Individual games,Knight Lore
Individual games,Knuckles' Chaotix
Individual games,The Last of Us
Individual games,League of Legends
Individual games,Legacy of Kain: Soul Reaver
Individual games,The Legend of Dragoon
Individual games,The Legend of Zelda: Link's Awakening
Individual games,The Legend of Zelda: Majora's Mask
Individual games,The Legend of Zelda: Ocarina of Time
Individual games,The Legend of Zelda: Oracle of Seasons and Oracle of Ages
Individual games,Lego Indiana Jones: The Original Adventures
Individual games,Lego Star Wars II: The Original Trilogy
Individual games,Limbo (video game)
Individual games,The Longing
Individual games,The Lord of the Rings: The Battle for Middle-earth II
Individual games,Lost Luggage (video game)
Individual games,Maniac Mansion
Individual games,Marble Madness
Individual games,Mario & Sonic at the Olympic Games
Individual games,Mario Party DS
Individual games,Mario Party: The Top 100
Individual games,Mario Power Tennis
Individual games,Mass Effect 2
Individual games,Metroid Prime
Individual games,Metroid Prime 2: Echoes
Individual games,Metroid Prime 3: Corruption
Individual games,Midtown Madness
Individual games,Mischief Makers
Individual games,Monaco: What's Yours Is Mine
Individual games,Myst
Individual games,Myst III: Exile
Individual games,Myst IV: Revelation
Individual games,Myst V: End of Ages
Individual games,New Super Mario Bros.
Individual games,Nights into Dreams
Individual games,Nights: Journey of Dreams
Individual games,Ninja Gaiden (NES video game)
Individual games,Ōkami
Individual games,OneShot
Individual games,Outer Wilds
Individual games,Oxenfree
Individual games,Panzer Dragoon Saga
Individual games,Paper Mario: Color Splash
Individual games,Paper Mario: The Origami King
Individual games,Pathways into Darkness
Individual games,Perfect Dark
Individual games,Phantasmagoria (video game)
Individual games,Pirates of the Caribbean: Armada of the Damned
Individual games,Planescape: Torment
Individual games,Plants vs. Zombies (video game)
Individual games,Pokémon Channel
Individual games,Populous: The Beginning
Individual games,Portal (video game)
Individual games,Proteus (video game)
Individual games,Radical Dreamers
Individual games,Rare Replay
Individual games,Resident Evil 2
Individual games,Resident Evil 5
Individual games,Riven
Individual games,Sabre Wulf
Individual games,Sacrifice (video game)
Individual games,Sam & Max: Freelance Police
Individual games,Secret of Mana
Individual games,Shadow of the Colossus
Individual games,Shadow the Hedgehog (video game)
Individual games,Shovel Knight Showdown
Individual games,Silent Hill 4: The Room
Individual games,The Simpsons Game
Individual games,The Simpsons: Hit & Run
Individual games,Sinistar: Unleashed
Individual games,Smash Hit
Individual games,Sonic Adventure
Individual games,Sonic After the Sequel
Individual games,Sonic the Hedgehog (2006 video game)
Individual games,Sonic the Hedgehog 2
Individual games,Sonic Spinball
Individual games,Sonic X-treme
Individual games,South Park: The Stick of Truth
Individual games,Space Invaders
Individual games,Spacewar!
Individual games,Spider-Man (2018 video game)
Individual games,Spyro: Year of the Dragon
Individual games,Star Control 3
Individual games,StarCraft: Ghost
Individual games,Star Wars Episode I: Battle for Naboo
Individual games,Star Wars: Rogue Squadron
Individual games,The Suicide of Rachel Foster
Individual games,Super Columbine Massacre RPG!
Individual games,Super Mario 64
Individual games,Super Mario All-Stars
Individual games,Super Mario Bros.: The Lost Levels
Individual games,Super Mario Galaxy
Individual games,Super Mario World
Individual games,Super Meat Boy
Individual games,Super Smash Bros. Brawl
Individual games,Super Smash Bros. Melee
Individual games,System Shock
Individual games,System Shock 2
Individual games,Tales of Monkey Island
Individual games,Tatsunoko vs. Capcom: Ultimate All-Stars
Individual games,Teardown (video game)
Individual games,Terra Nova: Strike Force Centauri
Individual games,Thief II
Individual games,Thirty Flights of Loving
Individual games,Tony Hawk's Underground
Individual games,Trials of Mana
Individual games,Tunic (video game)
Individual games,Turok: Dinosaur Hunter
Individual games,Ultima Underworld: The Stygian Abyss
Individual games,Untitled Goose Game
Individual games,Uru: Ages Beyond Myst
Individual games,Vagrant Story
Individual games,Vampire: The Masquerade
Individual games,Bloodlines
Individual games,Vampire: The Masquerade
Individual games,Redemption
Individual games,Wii Sports
Individual games,Wipeout 3
Individual games,Wipeout 2048
Individual games,Wolfenstein 3D
Individual games,The World Ends with You
Individual games,Zero Escape: Virtue's Last Reward
Individual games,Zork
Video game systems,32X
Video game systems,Magnavox Odyssey
Video game systems,Master System
Video game systems,Menacer
Video game systems,Nintendo DSi
Video game systems,PlayStation (console)
Video game systems,Sega CD
Video game systems,Sega Genesis
Video game systems,Sega Saturn
Video game systems,Wii
Video game fictional characters,Arbiter (Halo)
Video game fictional characters,Characters of Final Fantasy VIII
Video game fictional characters,Flood (Halo)
Video game fictional characters,Lightning (Final Fantasy)
Video game fictional characters,Master Chief (Halo)
Video game fictional characters,Kim Kitsuragi
Video game fictional characters,MissingNo.
Video game fictional characters,Raichu
Video game fictional characters,Chris Redfield
Video game fictional characters,Claire Redfield
Video game fictional characters,Tidus
Video game fictional characters,Ur-Quan
Video game fictional characters,Jill Valentine
Video game fictional characters,Ethan Winters
Video game fictional characters,Ada Wong
Video gaming biographies,Satoru Iwata
Video gaming biographies,Roberta Williams
Warfare,Air Board (Australia)
Warfare,Allied logistics in the Southern France campaign
Warfare,American logistics in the Normandy campaign
Warfare,American logistics in the Northern France campaign
Warfare,American logistics in the Western Allied invasion of Germany
Warfare,American services and supply in the Siegfried Line campaign
Warfare,American transportation in the Siegfried Line campaign
Warfare,Arch of Remembrance
Warfare,Blockhaus d'Éperlecques
Warfare,British logistics in the Normandy campaign
Warfare,British logistics in the Siegfried Line campaign
Warfare,British logistics in the Western Allied invasion of Germany
Warfare,British nuclear weapons and the Falklands War
Warfare,Canadian National Vimy Memorial
Warfare,The Cenotaph
Warfare,Civil Service Rifles War Memorial
Warfare,Coalhouse Fort
Warfare,Commissioner Government
Warfare,Devon County War Memorial
Warfare,Duckport Canal
Warfare,Foreign volunteers in the Rhodesian Security Forces
Warfare,Fort Concho
Warfare,Fort Dobbs (North Carolina)
Warfare,Fort Southerland
Warfare,Fort Ticonderoga
Warfare,Fort Yellowstone
Warfare,Fortress of Mimoyecques
Warfare,Grant's Canal
Warfare,Great Western Railway War Memorial
Warfare,Hanford Engineer Works
Warfare,Hove War Memorial
Warfare,If Day
Warfare,INTERFET logistics
Warfare,La Coupole
Warfare,Lancashire Fusiliers War Memorial
Warfare,London and North Western Railway War Memorial
Warfare,Manchester Cenotaph
Warfare,MAUD Committee
Warfare,Mells War Memorial
Warfare,Midland Railway War Memorial
Warfare,Midshipman
Warfare,The Motherland Calls
Warfare,Northampton War Memorial
Warfare,North Eastern Railway War Memorial
Warfare,Norwich War Memorial
Warfare,Portsmouth War Memorial
Warfare,Operation Matterhorn logistics
Warfare,Rochdale Cenotaph
Warfare,Royal Artillery Memorial
Warfare,Royal Naval Division War Memorial
Warfare,South American dreadnought race
Warfare,Southampton Cenotaph
Warfare,Southend-on-Sea War Memorial
Warfare,Spalding War Memorial
Warfare,Temporary gentlemen
Warfare,Tower Hill Memorial
Warfare,United States war plans (1945
Warfare,1950)
Warfare,"""We Can Do It!"""
Warfare,York City War Memorial
Military equipment,AI Mark IV radar
Military equipment,Akutan Zero
Military equipment,AMX-30
Military equipment,AMX-30E
Military equipment,Boeing C-17 Globemaster III in Australian service
Military equipment,Boeing CH-47 Chinook in Australian service
Military equipment,Cannon
Military equipment,Hawker Hurricane in Yugoslav service
Military equipment,Helicopter 66
Military equipment,Hemmema
Military equipment,Horses in World War I
Military equipment,IFF Mark II
Military equipment,Leopard 2E
Military equipment,Lince (tank)
Military equipment,Lockheed C-130 Hercules in Australian service
Military equipment,M113 armoured personnel carriers in Australian service
Military equipment,M249 light machine gun
Military equipment,Mark XIV bomb sight
Military equipment,McDonnell Douglas A-4G Skyhawk
Military equipment,McDonnell Douglas AV-8B Harrier II
Military equipment,McDonnell Douglas F/A-18 Hornet in Australian service
Military equipment,McDonnell Douglas F-4 Phantom II
Military equipment,McDonnell Douglas F-4 Phantom II in Australian service
Military equipment,McDonnell Douglas Phantom in UK service
Military equipment,McDonnell XF-85 Goblin
Military equipment,Mk VII Tetrarch light tank
Military equipment,Montreal Laboratory
Military equipment,Nike-X
Military equipment,Northrop YF-23
Military equipment,Panzer I
Military equipment,Project Waler
Military equipment,Project Y
Military equipment,"Radar, Gun Laying, Mk. I and Mk. II"
Military equipment,Rheinmetall Rh-120
Military equipment,Rogožarski IK-3
Military equipment,Seri Rambai
Military equipment,Silverplate
Military equipment,SM U-66
Military equipment,Tanks in the Spanish Army
Military equipment,Tanque Argentino Mediano
Military equipment,Verdeja
Military equipment,Vultee Vengeance in Australian service
Military ships,250t-class torpedo boat
Military ships,AHS Centaur
Military ships,Alaska-class cruiser
Military ships,Almirante Latorre-class battleship
Military ships,Albona-class minelayer
Military ships,Amagi-class battlecruiser
Military ships,Andrea Doria-class battleship
Military ships,ARA Moreno
Military ships,ARA Rivadavia
Military ships,Battleship
Military ships,Bayern-class battleship
Military ships,Beograd-class destroyer
Military ships,Borodino-class battlecruiser
Military ships,Brandenburg-class battleship
Military ships,Braunschweig-class battleship
Military ships,Brazilian battleship Minas Geraes
Military ships,Brazilian battleship São Paulo
Military ships,Brazilian cruiser Bahia
Military ships,Chilean battleship Almirante Latorre
Military ships,Chilean cruiser Esmeralda (1883)
Military ships,Conte di Cavour-class battleship
Military ships,Courageous-class aircraft carrier
Military ships,Courageous-class battlecruiser
Military ships,CSS Baltic
Military ships,CSS General Earl Van Dorn
Military ships,Derfflinger-class battlecruiser
Military ships,Design 1047 battlecruiser
Military ships,Design A-150 battleship
Military ships,Deutschland-class battleship
Military ships,Dreadnought
Military ships,Dutch 1913 battleship proposal
Military ships,Ersatz Yorck-class battlecruiser
Military ships,Francesco Caracciolo-class battleship
Military ships,French battleship Bouvet
Military ships,French battleship Brennus
Military ships,French battleship Bretagne
Military ships,French battleship Courbet (1911)
Military ships,French battleship France
Military ships,French battleship Gaulois
Military ships,French battleship Iéna
Military ships,French battleship Jauréguiberry
Military ships,French battleship Jean Bart (1911)
Military ships,French battleship Suffren
Military ships,Fuji-class battleship
Military ships,Fusō-class battleship
Military ships,Galeb-class minelayer
Military ships,German battleship Bismarck
Military ships,German battleship Tirpitz
Military ships,German destroyer Z39
Military ships,German torpedo boat Albatros
Military ships,Greek battleship Salamis
Military ships,Helgoland-class battleship
Military ships,HMAS Australia (1911)
Military ships,HMS Agincourt (1913)
Military ships,HMS Aigle (1801)
Military ships,HMS Alceste (1806)
Military ships,HMS Argus (I49)
Military ships,HMS Ark Royal (91)
Military ships,HMS Beaulieu
Military ships,HMS Bellerophon (1786)
Military ships,HMS Bulwark (1899)
Military ships,HMS Calliope (1884)
Military ships,HMS Cardiff (D108)
Military ships,HMS Collingwood (1908)
Military ships,HMS Courageous (50)
Military ships,HMS Eagle (1918)
Military ships,HMS Emerald (1795)
Military ships,HMS Endeavour
Military ships,HMS Erin
Military ships,HMS Formidable (67)
Military ships,HMS Furious (47)
Military ships,HMS Hermes (95)
Military ships,HMS Hood
Military ships,HMS Illustrious (87)
Military ships,HMS Indefatigable (1909)
Military ships,HMS Indefatigable (R10)
Military ships,HMS Levant (1758)
Military ships,HMS Lion (1910)
Military ships,HMAS Melbourne (R21)
Military ships,HMS Nairana (1917)
Military ships,HMS Neptune (1909)
Military ships,HMS New Zealand (1911)
Military ships,HMS Pearl (1762)
Military ships,HMS Princess Royal (1911)
Military ships,HMS Queen Mary
Military ships,HMS Ramillies (07)
Military ships,HMS Roebuck (1774)
Military ships,HMS Royal Oak (08)
Military ships,HMS Speedy (1782)
Military ships,HMS St Vincent (1908)
Military ships,HMS Temeraire (1798)
Military ships,HMS Tiger (1913)
Military ships,HMS Vanguard (1909)
Military ships,HMS Vanguard (23)
Military ships,HMS Warrior (1860)
Military ships,Indiana-class battleship
Military ships,INS Vikrant (1961)
Military ships,Jadran (training ship)
Military ships,Japanese aircraft carrier Akagi
Military ships,Japanese aircraft carrier Hiryū
Military ships,Japanese aircraft carrier Hiyō
Military ships,Japanese aircraft carrier Hōshō
Military ships,Japanese aircraft carrier Jun'yō
Military ships,Japanese aircraft carrier Kaga
Military ships,Japanese aircraft carrier Ryūjō
Military ships,Japanese aircraft carrier Shinano
Military ships,Japanese battleship Asahi
Military ships,Japanese battleship Fusō
Military ships,Japanese battleship Haruna
Military ships,Japanese battleship Hyūga
Military ships,Japanese battleship Ise
Military ships,Japanese battleship Musashi
Military ships,Japanese battleship Mutsu
Military ships,Japanese battleship Nagato
Military ships,Japanese aircraft carrier Sōryū
Military ships,Japanese battleship Tosa
Military ships,Japanese battleship Yamato
Military ships,Japanese battleship Yamashiro
Military ships,Japanese battleship Yashima
Military ships,Kaiman-class torpedo boat
Military ships,Kaiser-class battleship
Military ships,Kaiser Friedrich III-class battleship
Military ships,König-class battleship
Military ships,L 20e α-class battleship
Military ships,Liberté-class battleship
Military ships,Lion-class battlecruiser
Military ships,Lion-class battleship
Military ships,Lyon-class battleship
Military ships,Mackensen-class battlecruiser
Military ships,Mahan-class destroyer
Military ships,Minas Geraes-class battleship
Military ships,Moltke-class battlecruiser
Military ships,Montana-class battleship
Military ships,Nagato-class battleship
Military ships,Nassau-class battleship
Military ships,Normandie-class battleship
Military ships,North Carolina-class battleship
Military ships,Pennsylvania-class battleship
Military ships,Peresvet-class battleship
Military ships,Petropavlovsk-class battleship
Military ships,République-class battleship
Military ships,Rivadavia-class battleship
Military ships,Roon-class cruiser
Military ships,Russian battleship Dvenadsat Apostolov
Military ships,Russian battleship Oslyabya
Military ships,Russian battleship Poltava (1894)
Military ships,Russian battleship Peresvet
Military ships,Russian battleship Petropavlovsk (1894)
Military ships,Russian battleship Pobeda
Military ships,Russian battleship Potemkin
Military ships,Russian battleship Retvizan
Military ships,Russian battleship Rostislav
Military ships,Russian battleship Sevastopol (1895)
Military ships,Russian battleship Slava
Military ships,Schichau-class torpedo boat
Military ships,Shōkaku-class aircraft carrier
Military ships,SMS Baden
Military ships,SMS Bayern (1915)
Military ships,SMS Blücher
Military ships,SMS Brandenburg
Military ships,SMS Braunschweig
Military ships,SMS Derfflinger
Military ships,SMS Deutschland (1904)
Military ships,SMS Dresden (1907)
Military ships,SMS Elsass
Military ships,SMS Emden
Military ships,SMS Erzherzog Franz Ferdinand
Military ships,SMS Friedrich Carl
Military ships,SMS Friedrich der Grosse (1911)
Military ships,SMS Gneisenau
Military ships,SMS Goeben
Military ships,SMS Grosser Kurfürst (1913)
Military ships,SMS Hannover
Military ships,SMS Helgoland (1909)
Military ships,SMS Hessen
Military ships,SMS Hindenburg
Military ships,Hrabri-class submarine
Military ships,SMS Kaiser
Military ships,SMS Kaiser Barbarossa
Military ships,SMS Kaiser Friedrich III
Military ships,SMS Kaiser Karl der Grosse
Military ships,SMS Kaiser Wilhelm II
Military ships,SMS Kaiser Wilhelm der Grosse
Military ships,SMS Kaiserin
Military ships,USS Kearsarge (BB-5)
Military ships,SMS König
Military ships,SMS König Albert
Military ships,SMS Königsberg (1905)
Military ships,SMS Körös
Military ships,SMS Kronprinz (1914)
Military ships,SMS Kurfürst Friedrich Wilhelm
Military ships,SMS Lothringen
Military ships,SMS Lützow
Military ships,SMS Markgraf
Military ships,SMS Mecklenburg
Military ships,SMS Moltke
Military ships,SMS Nassau
Military ships,SMS Niobe
Military ships,SMS Nymphe
Military ships,USS Oberrender
Military ships,SMS Oldenburg
Military ships,SMS Ostfriesland
Military ships,SMS Pommern
Military ships,SMS Posen
Military ships,SMS Preussen (1903)
Military ships,SMS Preussischer Adler
Military ships,SMS Prinz Adalbert (1901)
Military ships,SMS Prinzregent Luitpold
Military ships,SMS Rheinland
Military ships,SMS Roon
Military ships,SMS Scharnhorst
Military ships,SMS Schlesien
Military ships,SMS Schleswig-Holstein
Military ships,SMS Schwaben
Military ships,SMS Seydlitz
Military ships,SMS Thüringen
Military ships,SMS Von der Tann
Military ships,SMS Weissenburg
Military ships,SMS Westfalen
Military ships,SMS Wettin
Military ships,SMS Wittelsbach
Military ships,SMS Wörth
Military ships,SMS Zähringen
Military ships,South Carolina-class battleship
Military ships,Sovetsky Soyuz-class battleship
Military ships,Soviet destroyer Nezamozhnik
Military ships,Spanish battleship Alfonso XIII
Military ships,St Vincent-class battleship
Military ships,Tosa-class battleship
Military ships,U-1-class submarine (Austria-Hungary)
Military ships,Uskok-class torpedo boat
Military ships,USS Arizona
Military ships,USS Chesapeake (1799)
Military ships,USS Connecticut (BB-18)
Military ships,USS Congress (1799)
Military ships,USS Constitution
Military ships,USS Illinois (BB-65)
Military ships,USS Indiana (BB-1)
Military ships,USS Iowa (BB-61)
Military ships,USS Lexington (CV2)
Military ships,USS Marmora (1862)
Military ships,USS Massachusetts (BB-2)
Military ships,USS Missouri (BB-63)
Military ships,USS New Ironsides
Military ships,USS New Jersey (BB-62)
Military ships,USS Nevada (BB-36)
Military ships,USS Orizaba
Military ships,USS President
Military ships,USS Princess Matoika
Military ships,USS Saratoga (CV-3)
Military ships,USS Siboney (ID-2999)
Military ships,USS West Bridge
Military ships,Wittelsbach-class battleship
Military ships,Yamato-class battleship
Military ships,Yugoslav destroyer Beograd
Military ships,Yugoslav destroyer Dubrovnik
Military ships,Yugoslav destroyer Ljubljana
Military ships,Yugoslav destroyer Zagreb
Military ships,Yugoslav gunboat Beli Orao
Military ships,Yugoslav minelayer Zmaj
Military ships,Yugoslav monitor Drava
Military ships,Yugoslav monitor Sava
Military ships,Yugoslav monitor Vardar
Military ships,Yugoslav submarine Hrabri
Military ships,Yugoslav submarine Mališan
Military ships,Yugoslav submarine Nebojša
Military ships,Yugoslav torpedo boat T1
Military ships,Yugoslav torpedo boat T2
Military ships,Yugoslav torpedo boat T3
Military ships,Yugoslav torpedo boat T4
Military ships,Yugoslav torpedo boat T5
Military ships,Yugoslav torpedo boat T6
Military ships,Yugoslav torpedo boat T7
Military units,1st Cavalry Division (Kingdom of Yugoslavia)
Military units,1st Missouri Field Battery
Military units,1st Provisional Marine Brigade
Military units,2nd Infantry Division (United Kingdom)
Military units,2nd Red Banner Army
Military units,4th Army (Kingdom of Yugoslavia)
Military units,4th Missouri Infantry Regiment (Confederate)
Military units,4th Pennsylvania Infantry Regiment
Military units,6th Massachusetts Militia Regiment
Military units,7th Army (Kingdom of Yugoslavia)
Military units,8th Missouri Infantry Regiment (Confederate)
Military units,13th Airborne Division (United States)
Military units,13th Missouri Cavalry Regiment (Confederate)
Military units,13th Waffen Mountain Division of the SS Handschar (1st Croatian)
Military units,15th Tank Corps
Military units,18th Infantry Division (United Kingdom)
Military units,21st Massachusetts Infantry Regiment
Military units,22nd Massachusetts Infantry Regiment
Military units,21st Waffen Mountain Division of the SS Skanderbeg
Military units,23rd (Northumbrian) Division
Military units,23rd Waffen Mountain Division of the SS Kama (2nd Croatian)
Military units,24th Waffen Mountain Division of the SS Karstjäger
Military units,27th Infantry Division Savska
Military units,38th (Welsh) Infantry Division
Military units,55th (West Lancashire) Infantry Division
Military units,59th (Staffordshire) Infantry Division
Military units,68th New York Infantry Regiment
Military units,70th Infantry Division (United Kingdom)
Military units,509th Composite Group
Military units,766th Independent Infantry Regiment (North Korea)
Military units,Armed Forces Special Weapons Project
Military units,Army of Sambre and Meuse
Military units,Australian Air Corps
Military units,Australian Defence Force
Military units,Byzantine navy
Military units,Divisional Cavalry Regiment (New Zealand)
Military units,Eastern Area Command (RAAF)
Military units,Gloucestershire Regiment
Military units,History of the Office of the Inspector General of the United States Army
Military units,Landis's Missouri Battery
Military units,Maryland and Virginia Rifle Regiment
Military units,Nichols's Missouri Cavalry Regiment
Military units,No. 1 Aircraft Depot RAAF
Military units,No. 1 Flying Training School RAAF
Military units,No. 1 Wing RAAF
Military units,No. 2 Operational Conversion Unit RAAF
Military units,No. 1 Squadron RAAF
Military units,No. 33 Squadron RAAF
Military units,No. 34 Squadron RAAF
Military units,No. 36 Squadron RAAF
Military units,No. 37 Squadron RAAF
Military units,No. 38 Squadron RAAF
Military units,No. 77 Squadron RAAF
Military units,No. 79 Squadron RAAF
Military units,No. 90 Wing RAAF
Military units,No. 91 Wing RAAF
Military units,No. 450 Squadron RAAF
Military units,North-Eastern Area Command
Military units,North-Western Area Command
Military units,RAAF area commands
Military units,RAF Northolt
Military units,RAF Uxbridge
Military units,Royal Gloucestershire Hussars
Military units,Second Australian Imperial Force in the United Kingdom
Military units,Slayback's Missouri Cavalry Regiment
Military units,Territorial Force
Military units,Timor-Leste Defence Force
Military units,WAVES
Military units,Western Area Command (RAAF)
Military units,Yeomanry Cavalry
"Wars, battles and events",1678 Kediri campaign
"Wars, battles and events",1940 Brocklesby mid-air collision
"Wars, battles and events",1968 Thule Air Base B-52 crash
"Wars, battles and events",1982 British Army Gazelle friendly fire incident
"Wars, battles and events",1984 Rajneeshee bioterror attack
"Wars, battles and events",1994 Black Hawk shootdown incident
"Wars, battles and events",2007 United States Air Force nuclear weapons incident
"Wars, battles and events",Abbasid invasion of Asia Minor (806)
"Wars, battles and events",Action of 1 August 1801
"Wars, battles and events",Action of 1 January 1800
"Wars, battles and events",Action of 13 January 1797
"Wars, battles and events",Actions along the Matanikau
"Wars, battles and events",Admiralty Islands campaign
"Wars, battles and events",Air Rhodesia Flight 825
"Wars, battles and events",Alsos Mission
"Wars, battles and events",Anglo-Scottish war (1650
"Wars, battles and events",1652)
"Wars, battles and events",Anglo-Zanzibar War
"Wars, battles and events",Air raids on Japan
"Wars, battles and events",Allied logistics in the Kokoda Track campaign
"Wars, battles and events",Allied naval bombardments of Japan during World War II
"Wars, battles and events",Anbar campaign (2003
"Wars, battles and events",2011)
"Wars, battles and events",Attack on Sydney Harbour
"Wars, battles and events",Australia in World War II
"Wars, battles and events",Australian contribution to the Battle of Normandy
"Wars, battles and events",Axis naval activity in Australian waters
"Wars, battles and events",Battle for Henderson Field
"Wars, battles and events",Battle of Adys
"Wars, battles and events",Battle of Agua Dulce
"Wars, battles and events",Battle of Albuera
"Wars, battles and events",Battle of Arawe
"Wars, battles and events",Battle of Arras (1917)
"Wars, battles and events",Battle of Auberoche
"Wars, battles and events",Battle of Azaz (1030)
"Wars, battles and events",Battle of Babylon Hill
"Wars, battles and events",Battle of the Bagradas River (240 BC)
"Wars, battles and events",Battle of the Bagradas River (255 BC)
"Wars, battles and events",Battle of Bardia
"Wars, battles and events",Battle of Barnet
"Wars, battles and events",Battle of Barrosa
"Wars, battles and events",Battle of Bergerac
"Wars, battles and events",Battle of Bicocca
"Wars, battles and events",Battle of Big Black River Bridge
"Wars, battles and events",Battle of the Bismarck Sea
"Wars, battles and events",Battle of Blanchetaque
"Wars, battles and events",Battle of Blenheim
"Wars, battles and events",Battle of Bosworth Field
"Wars, battles and events",Battle of Bronkhorstspruit
"Wars, battles and events",Battle of Byram's Ford
"Wars, battles and events",Battle of Caen (1346)
"Wars, battles and events",Battle of Caishi
"Wars, battles and events",Battle of Calais
"Wars, battles and events",Battle of Cane Hill
"Wars, battles and events",Battle of Cape Ecnomus
"Wars, battles and events",Battle of Cape Esperance
"Wars, battles and events",Battle of Concepción
"Wars, battles and events",Battle of Corydon
"Wars, battles and events",Battle of Crécy
"Wars, battles and events",Battle of the Defile
"Wars, battles and events",Battle of Drepana
"Wars, battles and events",Battle of Dunbar (1650)
"Wars, battles and events",Battle of Dupplin Moor
"Wars, battles and events",Battle of Dürenstein
"Wars, battles and events",Battle of Dyrrhachium (1081)
"Wars, battles and events",Battle of Edson's Ridge
"Wars, battles and events","Battle of Glasgow, Missouri"
"Wars, battles and events",Battle of Goliad
"Wars, battles and events",Battle of Gonzales
"Wars, battles and events",Battle of Goodenough Island
"Wars, battles and events",Battle of Grand Gulf
"Wars, battles and events",Battle of Grand Port
"Wars, battles and events",Battle of the Great Plains
"Wars, battles and events",Battle of Groix
"Wars, battles and events",Battle of Halidon Hill
"Wars, battles and events",Battle of Halmyros
"Wars, battles and events",Battle of Hastings
"Wars, battles and events",Battle of Helena
"Wars, battles and events",Battle of Heraklion
"Wars, battles and events",Battle of Hochkirch
"Wars, battles and events",Battle of Inverkeithing
